0.95768,
0.11812,
0.50595,
1.06228,
1.02408,
0.14909,
1.06032,
0.60212,
0.77552,
1.02037,
1.06076,
1.21527,
0.59080,
1.07543,
0.22535,
0.42247,
0.58627,
0.86651,
1.09429,
0.51025,
0.62417,
1.54322,
0.29420,
1.04916,
0.17557,
1.52904,
1.04019,
0.66521,
0.54646,
0.51101,
0.57283,
1.27802,
1.14289,
0.64209,
0.24119,
1.52808,
1.25284,
1.30583,
1.57438,
0.92812,
0.45330,
1.22220,
0.56192,
0.59954,
0.72982,
0.34523,
1.69831,
1.09741,
0.73889,
0.33082,
0.48755,
0.54960,
1.32833,
1.20258,
0.26291,
1.32920,
1.05384,
1.92313,
0.48472,
0.15040,
2.02598,
1.36846,
1.01754,
1.01568,
0.13342,
0.93812,
0.19809,
1.89131,
0.93499,
0.34465,
0.21441,
1.40143,
0.64468,
0.71700,
1.37987,
2.35891,
1.02022,
2.10654,
0.10189,
2.40250,
1.89475,
0.75590,
2.27574,
0.32167,
1.65846,
0.68610,
1.87361,
2.42779,
0.74680,
0.10502,
0.88453,
0.87553,
1.89671,
1.89552,
1.18870,
2.01075,
1.15351,
0.26420,
1.27674,
0.46187,
0.35348,
1.45698,
0.99987,
0.33446,
2.34417,
2.72578,
0.40738,
1.27007,
1.14518,
0.47202,
0.15495,
1.54103,
1.80600,
0.31765,
0.42521,
2.60096,
0.79786,
2.53372,
0.46419,
0.32262,
2.60714,
0.24666,
1.15217,
0.79407,
1.05940,
1.26683,
1.92204,
0.70863,
1.33151,
0.59182,
0.96559,
1.63830,
0.73283,
0.69130,
1.33121,
2.90146,
1.06550,
0.23460,
1.42277,
1.40575,
1.58009,
1.25598,
0.23390,
2.70145,
1.11485,
1.86274,
1.82981,
1.09905,
0.77492,
1.43160,
0.22695,
0.68394,
1.40677,
1.38184,
1.32369,
0.70891,
1.47357,
0.51811,
0.75919,
0.31942,
0.34448,
0.70207,
0.87677,
2.87137,
0.45420,
1.74254,
1.03678,
0.75620,
1.18042,
1.42180,
1.00729,
1.28216,
2.80461,
0.77823,
0.18891,
0.96189,
1.25332,
0.55654,
0.15104,
0.67470,
0.10312,
1.08415,
0.65357,
1.04435,
2.01693,
1.11166,
1.33739,
0.46556,
1.04795,
0.47519,
0.85033,
2.69556,
1.85706,
0.71936,
1.37717,
1.58558,
1.13062,
0.89045,
0.76613,
2.32899,
0.41006,
0.58506,
0.61860,
1.18361,
0.72700,
0.94877,
0.60783,
0.20726,
0.27274,
1.52642,
1.61744,
0.77721,
0.72652,
0.41888,
0.79220,
0.60094,
1.87965,
0.58261,
0.58185,
1.56976,
1.19311,
0.78568,
0.34511,
1.54890,
1.30681,
0.68359,
0.75792,
0.59994,
0.87372,
2.17784,
1.28036,
0.48289,
0.12557,
0.74848,
1.48762,
1.89484,
1.33024,
0.36717,
1.56338,
0.68336,
1.35632,
1.06576,
0.73384,
0.60902,
1.91274,
0.84945,
1.95387,
1.05676,
0.56654,
1.15607,
1.71253,
0.80731,
0.23422,
2.02797,
0.18380,
0.52431,
0.26670,
0.77352,
1.24700,
0.64089,
0.15449,
0.55357,
1.35934,
0.23828,
1.97510,
0.11462,
0.17302,
1.13695,
1.93446,
0.36480,
0.68105,
0.67288,
0.60674,
0.66503,
1.03092,
0.97277,
0.53255,
0.13400,
0.94013,
0.29248,
0.84127,
0.46798,
1.79708,
0.35987,
1.94650,
2.30306,
1.64558,
0.15617,
1.24424,
1.11047,
0.16226,
0.69333,
0.53498,
1.31423,
2.30207,
1.52589,
0.86892,
0.41118,
0.95856,
2.36811,
0.26573,
0.63916,
1.16212,
0.97065,
1.07829,
1.10293,
1.42673,
1.99117,
0.62023,
0.86078,
0.80195,
1.77382,
1.53276,
0.81735,
2.43644,
1.01575,
0.97242,
1.81121,
0.28182,
0.43938,
0.33116,
0.83722,
0.54563,
1.23504,
0.75241,
1.73253,
0.95087,
0.89242,
1.01641,
2.10458,
0.40074,
0.51586,
1.15519,
0.68939,
1.71114,
0.34008,
0.17319,
0.91875,
0.07765,
2.99356,
1.82200,
0.89936,
0.36592,
0.22384,
2.54192,
1.80236,
0.72172,
1.57728,
2.46608,
1.27737,
1.57621,
0.75221,
0.14491,
1.06728,
1.32449,
0.60970,
2.40403,
0.60091,
2.13748,
0.25094,
0.32562,
0.71657,
1.28145,
0.19277,
0.96608,
2.61950,
1.30666,
1.39803,
0.17646,
2.93530,
0.61699,
0.85873,
1.24936,
0.30184,
0.23542,
1.27436,
0.96711,
1.01727,
0.70949,
0.21969,
1.41705,
0.27071,
1.82503,
1.69269,
0.77972,
0.76329,
0.48092,
1.08757,
